23.3263378,23.3263378
15.6395588,15.6395588
20.4067039,5.5
36.0,5.5
36.0,17.6855927
-4.63955879,-4.63955879
-12.3263378,-12.3263378
-6.68559313,-25.0
5.5,-25.0
5.5,-9.40670395
-12.3263378,23.3263378
-4.63955879,15.6395588
5.5,20.4067039
5.5,36.0
-6.68559313,36.0
15.6395588,-4.63955879
23.3263378,-12.3263378
36.0,-6.68559313
17.6855927,36.0
-25.0,17.6855927
-25.0,5.5
-9.40670395,5.5
17.6855927,-25.0
-25.0,-6.68559313
29.4204693,19.0790405
19.4827328,19.4827328
19.2406654,10.7171459
27.8838863,5.5
36.0,11.7133064
0.282854557,-8.24066448
-8.48273373,-8.48273373
-8.07904148,-18.4204693
-0.71330601,-25.0
5.5,-16.8838863
-8.07904148,29.4204693
-8.48273373,19.4827328
0.282854557,19.2406654
5.5,27.8838863
-0.71330601,36.0
19.2406654,0.282854557
19.4827328,-8.48273373
29.4204693,-8.07904148
36.0,-0.71330601
10.7171459,19.2406654
19.0790405,29.4204693
11.7133064,36.0
-8.24066448,10.7171459
-18.4204693,19.0790405
-25.0,11.7133064
-16.8838863,5.5
19.0790405,-18.4204693
10.7171459,-8.24066448
11.7133064,-25.0
-18.4204693,-8.07904148
-8.24066448,0.282854557
-25.0,-0.71330601
26.4815693,13.1200323
-2.12003207,-15.4815693
-2.12003207,26.4815693
26.4815693,-2.12003207
13.1200323,26.4815693
-15.4815693,13.1200323
13.1200323,-15.4815693
-15.4815693,-2.12003207
